0 0.279432 0.00116076
1 0.222764 0.0652107
2 0.257015 0.0644548
3 0.349396 0.0603908
4 0.425432 0.0610083
5 0.363484 0.0603759
6 0.3947 0.0622252
7 0.286241 0.0591481
8 0.260258 0.0630525
9 0.201393 0.0599646
10 0.290915 0.0604694
11 0.296006 0.0551184
12 0.275602 0.0561441
13 0.24432 0.0577205
14 0.396795 0.0596639
15 0.292199 0.0573452
16 0.28131 0.0615853
17 0.260747 0.056267
18 0.337666 0.0576455
19 0.249172 0.0553611
20 0.278367 0.0519152
21 0.363406 0.0538581
22 0.249588 0.0507112
23 0.358571 0.051298
24 0.31503 0.0509169
25 0.360265 0.0495018
26 0.369405 0.0516332
27 0.246437 0.0507032
28 0.354997 0.0550457
29 0.301416 0.0529978
30 0.303952 0.0465433
31 0.274196 0.0495454
32 0.460138 0.0481863
33 0.455496 0.0482634
34 0.240273 0.0522875
35 0.396982 0.046451
36 0.245428 0.0488828
37 0.334629 0.0482071
38 0.331654 0.0484657
39 0.359524 0.0446413
40 0.376862 0.0499155
41 0.29748 0.0445235
42 0.259127 0.0482532
43 0.279108 0.0483222
44 0.331219 0.0506558
45 0.359877 0.0458275
46 0.339388 0.0441874
47 0.30005 0.0445295
48 0.327196 0.0479433
49 0.275207 0.0432954
50 0.323456 0.0431738
51 0.247693 0.0442483
52 0.28423 0.0395259
53 0.370895 0.0428359
54 0.407315 0.0500675
55 0.309456 0.0443094
56 0.275266 0.044977
57 0.322272 0.0411812
58 0.35892 0.0427217
59 0.347356 0.0410957
60 0.309223 0.044565
61 0.344224 0.0435127
62 0.332396 0.0419659
63 0.3504 0.0454378
64 0.372719 0.0425351
65 0.360875 0.039795
66 0.31493 0.0449423
67 0.320848 0.0426453
68 0.322323 0.0440079
69 0.353091 0.0392385
70 0.321654 0.0425908
71 0.374869 0.034716
72 0.393386 0.0410584
73 0.291262 0.0391768
74 0.288805 0.0423608
75 0.20929 0.0416886
76 0.341235 0.0385026
77 0.301499 0.0405872
78 0.343377 0.0379459
79 0.253819 0.0367105
80 0.293754 0.0366496
81 0.285206 0.0374551
82 0.345785 0.040443
83 0.335804 0.0368445
84 0.333507 0.0360298
85 0.313566 0.0401563
86 0.346935 0.0375591
87 0.277171 0.0383434
88 0.309268 0.0391096
89 0.381564 0.0341672
90 0.397309 0.0420055
91 0.276745 0.0378798
92 0.314931 0.0383144
93 0.338017 0.0398522
94 0.367545 0.0383697
95 0.258449 0.0422591
96 0.238131 0.0392147
97 0.291767 0.0402138
98 0.406516 0.036325
99 0.327736 0.0397983
100 0.313778 0.0388165
101 0.258469 0.0416882
102 0.326149 0.0390678
103 0.291606 0.040834
104 0.282265 0.0388199
105 0.345904 0.0414523
106 0.289221 0.0424143
107 0.318597 0.0448737
108 0.318788 0.0388599
109 0.299379 0.0366513
110 0.259865 0.0401357
111 0.298123 0.0376714
112 0.30268 0.0393721
113 0.316365 0.0398464
114 0.360532 0.0408207
115 0.379718 0.0386165
116 0.29942 0.0415487
117 0.334756 0.0410811
118 0.327955 0.0413975
119 0.358799 0.0393361
120 0.365683 0.0404492
121 0.257803 0.0382276
122 0.338993 0.0416904
123 0.28659 0.0403389
124 0.339561 0.0379274
125 0.277295 0.0421062
126 0.343024 0.0376708
127 0.248794 0.0356582
128 0.307274 0.0382288
129 0.312802 0.037263
130 0.379436 0.0398731
131 0.301764 0.0377908
132 0.247035 0.0362612
133 0.32529 0.0377066
134 0.320852 0.0384152
135 0.356169 0.0369118
136 0.268337 0.0378077
137 0.342 0.0377206
138 0.275147 0.0365752
139 0.294889 0.0354753
140 0.232488 0.0368515
141 0.314612 0.0311116
142 0.283718 0.0389172
143 0.24024 0.037514
144 0.328324 0.0368629
145 0.286814 0.0380681
146 0.304306 0.0365048
147 0.312546 0.0396577
148 0.302857 0.0366182
149 0.249161 0.0335372
150 0.309294 0.0368517
151 0.27237 0.0378042
152 0.259405 0.037179
153 0.349571 0.0366505
154 0.333144 0.0349333
155 0.367843 0.0334435
156 0.365648 0.0372318
157 0.283217 0.0393136
158 0.313587 0.037505
159 0.342436 0.0308979
160 0.262867 0.0367791
161 0.312963 0.0370894
162 0.287249 0.0390281
163 0.296724 0.0404996
164 0.320967 0.0373981
165 0.390501 0.0332332
166 0.321215 0.0362588
167 0.301286 0.0354909
168 0.321193 0.0393118
169 0.330208 0.0364961
170 0.355646 0.0383791
171 0.265535 0.0363442
172 0.313793 0.0400243
173 0.307694 0.0372425
174 0.341847 0.0360827
175 0.347896 0.0420409
176 0.310483 0.0383435
177 0.27384 0.0382589
178 0.31017 0.0398189
179 0.306101 0.0382011
180 0.355147 0.0388818
181 0.269285 0.0370643
182 0.354541 0.0418399
183 0.263712 0.0406848
184 0.276242 0.0406204
185 0.337044 0.0408765
186 0.242135 0.0419484
187 0.287629 0.0394783
188 0.312428 0.0396328
189 0.290971 0.0398799
190 0.334216 0.0441836
191 0.294096 0.0386299
192 0.382012 0.0388437
193 0.399913 0.0380465
194 0.358817 0.0439529
195 0.342663 0.0423716
196 0.312631 0.0445263
197 0.339138 0.0469532
198 0.360962 0.0354072
199 0.320912 0.0374337
200 0.267431 0.0376769
201 0.300651 0.038359
202 0.265374 0.0394069
203 0.322719 0.0368894
204 0.396114 0.0341627
205 0.298425 0.040148
206 0.247663 0.036091
207 0.369447 0.0386931
208 0.353642 0.0418394
209 0.379142 0.0403014
210 0.348935 0.0415824
211 0.296971 0.0410645
212 0.339172 0.0392914
213 0.273891 0.0397973
214 0.354158 0.0387217
215 0.357888 0.0392095
216 0.272047 0.040289
217 0.317008 0.041584
218 0.27285 0.0393404
219 0.401646 0.039976
220 0.275434 0.0397463
221 0.333998 0.0396048
222 0.295669 0.0420236
223 0.30517 0.0432871
224 0.331571 0.0386848
225 0.355473 0.0438979
226 0.369582 0.0417722
227 0.336217 0.0434214
228 0.296867 0.0443952
229 0.341852 0.0427588
230 0.361033 0.0428402
231 0.248813 0.0408572
232 0.336611 0.0408337
233 0.333367 0.0395725
234 0.320557 0.0433355
235 0.306764 0.0445712
236 0.306312 0.0403691
237 0.277617 0.04343
238 0.303266 0.0420062
239 0.4325 0.0427576
240 0.313556 0.042989
241 0.306479 0.0437849
242 0.301638 0.0446098
243 0.35431 0.0428436
244 0.371267 0.0417005
245 0.40123 0.0420616
246 0.293006 0.0477785
247 0.341038 0.0428459
248 0.379213 0.0481246
249 0.345559 0.0504705
250 0.348177 0.0445453
251 0.289988 0.0475746
252 0.329592 0.0491612
253 0.353255 0.0444497
254 0.334708 0.049103
255 0.295665 0.0440329
256 0.347417 0.0451188
